timestamp    message 
1581651654   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651654   spa_misc.c:393:spa_load_failed(): spa_load($import, config trusted): FAILED: vdev_load failed [error=52]
1581651654   spa_misc.c:408:spa_load_note(): spa_load($import, config trusted): UNLOADING
1581651654   spa.c:5490:spa_import(): spa_import: importing srv
1581651654   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651654   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223382
1581651654   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223382
1581651654   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651654   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651654   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651654   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651654   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223381
1581651654   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651654   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdd1': best uberblock found for spa srv. txg 9223381
1581651654   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223381
1581651655   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651655   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651655   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223380
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651655   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223380
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223380
1581651655   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651655   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651655   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223379
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651655   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223377
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223377
1581651655   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651655   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651655   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651655   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651723   spa.c:5638:spa_tryimport(): spa_tryimport: importing srv
1581651723   spa_misc.c:408:spa_load_note(): spa_load($import, config trusted): LOADING
1581651723   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa $import. txg 9223382
1581651723   spa_misc.c:408:spa_load_note(): spa_load($import, config untrusted): using uberblock with txg=9223382
1581651724   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651724   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651724   spa_misc.c:393:spa_load_failed(): spa_load($import, config trusted): FAILED: vdev_load failed [error=52]
1581651724   spa_misc.c:408:spa_load_note(): spa_load($import, config trusted): UNLOADING
1581651724   spa.c:5490:spa_import(): spa_import: importing srv
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651724   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223382
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223382
1581651724   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651724   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651724   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223381
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651724   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdd1': best uberblock found for spa srv. txg 9223381
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223381
1581651724   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651724   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651724   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223380
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651724   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223380
1581651724   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223380
1581651725   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651725   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651725   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651725   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651725   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223379
1581651725   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651725   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223377
1581651725   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223377
1581651725   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651725   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651725   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651725   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651783   spa.c:5638:spa_tryimport(): spa_tryimport: importing srv
1581651783   spa_misc.c:408:spa_load_note(): spa_load($import, config trusted): LOADING
1581651783   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa $import. txg 9223382
1581651783   spa_misc.c:408:spa_load_note(): spa_load($import, config untrusted): using uberblock with txg=9223382
1581651783   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651783   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651783   spa_misc.c:393:spa_load_failed(): spa_load($import, config trusted): FAILED: vdev_load failed [error=52]
1581651783   spa_misc.c:408:spa_load_note(): spa_load($import, config trusted): UNLOADING
1581651783   spa.c:5490:spa_import(): spa_import: importing srv
1581651783   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651783   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223382
1581651783   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223382
1581651783   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651783   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651783   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651783   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651783   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223381
1581651783   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651783   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223381
1581651783   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223381
1581651784   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651784   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651784   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223380
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651784   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223380
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223380
1581651784   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651784   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651784   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223379
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651784   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223377
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223377
1581651784   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651784   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651784   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651784   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651868   spa.c:5638:spa_tryimport(): spa_tryimport: importing srv
1581651868   spa_misc.c:408:spa_load_note(): spa_load($import, config trusted): LOADING
1581651868   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa $import. txg 9223382
1581651868   spa_misc.c:408:spa_load_note(): spa_load($import, config untrusted): using uberblock with txg=9223382
1581651868   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651868   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651868   spa_misc.c:393:spa_load_failed(): spa_load($import, config trusted): FAILED: vdev_load failed [error=52]
1581651868   spa_misc.c:408:spa_load_note(): spa_load($import, config trusted): UNLOADING
1581651868   spa.c:5493:spa_import(): spa_import: importing srv, max_txg=-1 (RECOVERY MODE)
1581651868   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651868   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223382
1581651868   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223382
1581651868   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651868   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651868   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651868   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651868   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223381
1581651868   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651868   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223381
1581651868   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223381
1581651869   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651869   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651869   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223380
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651869   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223380
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223380
1581651869   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651869   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651869   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223379
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651869   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdd1': best uberblock found for spa srv. txg 9223377
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223377
1581651869   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651869   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651869   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223376
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651869   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdd1': best uberblock found for spa srv. txg 9223376
1581651869   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223376
1581651870   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651870   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651870   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651870   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651870   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223375
1581651870   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651870   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdd1': best uberblock found for spa srv. txg 9223375
1581651870   spa_misc.c:408:spa_load_note(): spa_load(srv, config untrusted): using uberblock with txg=9223375
1581651870   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): metaslab_init failed [error=52]
1581651870   vdev.c:130:vdev_dbgmsg(): raidz-0 vdev (guid 10014079183068636947): vdev_load: metaslab_init failed [error=52]
1581651870   spa_misc.c:393:spa_load_failed(): spa_load(srv, config trusted): FAILED: vdev_load failed [error=52]
1581651870   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): UNLOADING
1581651870   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): spa_load_retry: rewind, max txg: 9223374
1581651870   spa_misc.c:408:spa_load_note(): spa_load(srv, config trusted): LOADING
1581651870   vdev.c:125:vdev_dbgmsg(): disk vdev '/dev/sdc1': best uberblock found for spa srv. txg 9223374
